Date,Month,Building,Building_Type,Occupancy,Heater_Use,AC_Use,Units_kWh,Peak_Load_kW
26/11/2025,11,Central Library,Academic,150,0,1,288,56.84
26/11/2025,11,Admin Block,Academic,70,0,1,238,39.21
26/11/2025,11,Central Mess,Facility,400,0,0,675,69.16
26/11/2025,11,Central Labs,Facility,90,0,0,177,24.28
26/11/2025,11,Street Lighting,Facility,0,0,0,310,52.18
26/11/2025,11,Sports Complex,Facility,60,0,0,181,36.15
27/11/2025,11,Brahmaputra Girls,Hostel,500,0,0,762,141.29
27/11/2025,11,Ravi Girls,Hostel,200,0,0,388,65.71
27/11/2025,11,Satluj,Hostel,350,0,0,556,98.57
27/11/2025,11,Chenab,Hostel,350,0,0,565,71.94
27/11/2025,11,beas,Hostel,300,0,0,533,54.97
27/11/2025,11,T6 PhD,Hostel,200,0,0,406,57.64
27/11/2025,11,Faculty Quarters,Residential,100,0,0,185,32.56
27/11/2025,11,CS Department,Academic,120,0,1,248,32.75
27/11/2025,11,Electrical Department,Academic,110,0,1,272,33
27/11/2025,11,Mechanical Department,Academic,130,0,1,281,48.19
27/11/2025,11,AI Center,Academic,80,0,1,227,35.03
27/11/2025,11,Central Library,Academic,150,0,1,299,55.87
27/11/2025,11,Admin Block,Academic,70,0,1,217,31.55
27/11/2025,11,Central Mess,Facility,400,0,0,670,108.96
27/11/2025,11,Central Labs,Facility,90,0,0,195,37.46
27/11/2025,11,Street Lighting,Facility,0,0,0,345,50.44
27/11/2025,11,Sports Complex,Facility,60,0,0,154,17.33
28/11/2025,11,Brahmaputra Girls,Hostel,500,0,0,785,122.34
28/11/2025,11,Ravi Girls,Hostel,200,0,0,381,60.27
28/11/2025,11,Satluj,Hostel,350,0,0,578,82.84
28/11/2025,11,Chenab,Hostel,350,0,0,571,57.76
28/11/2025,11,beas,Hostel,300,0,0,507,75.03
28/11/2025,11,T6 PhD,Hostel,200,0,0,391,64.79
28/11/2025,11,Faculty Quarters,Residential,100,0,0,217,41.4
28/11/2025,11,CS Department,Academic,120,0,1,271,31.05
28/11/2025,11,Electrical Department,Academic,110,0,1,270,27.5
28/11/2025,11,Mechanical Department,Academic,130,0,1,284,48.35
28/11/2025,11,AI Center,Academic,80,0,1,243,47.17
28/11/2025,11,Central Library,Academic,150,0,1,307,33.4
28/11/2025,11,Admin Block,Academic,70,0,1,235,42.88
28/11/2025,11,Central Mess,Facility,400,0,0,665,131.5
28/11/2025,11,Central Labs,Facility,90,0,0,186,22.32
28/11/2025,11,Street Lighting,Facility,0,0,0,348,67.91
28/11/2025,11,Sports Complex,Facility,60,0,0,153,24.4
29/11/2025,11,Brahmaputra Girls,Hostel,500,0,0,780,120.22
29/11/2025,11,Ravi Girls,Hostel,200,0,0,367,71.47
29/11/2025,11,Satluj,Hostel,350,0,0,574,76.88
29/11/2025,11,Chenab,Hostel,350,0,0,561,93.17
29/11/2025,11,beas,Hostel,300,0,0,495,89.96
29/11/2025,11,T6 PhD,Hostel,200,0,0,362,37.68
29/11/2025,11,Faculty Quarters,Residential,100,0,0,193,20.88
29/11/2025,11,CS Department,Academic,120,0,1,270,44.56
29/11/2025,11,Electrical Department,Academic,110,0,1,257,50.78
29/11/2025,11,Mechanical Department,Academic,130,0,1,264,49.42
29/11/2025,11,AI Center,Academic,80,0,1,243,36.41
29/11/2025,11,Central Library,Academic,150,0,1,292,48.28
29/11/2025,11,Admin Block,Academic,70,0,1,205,22.17
29/11/2025,11,Central Mess,Facility,400,0,0,660,70.77
29/11/2025,11,Central Labs,Facility,90,0,0,204,37.55
29/11/2025,11,Street Lighting,Facility,0,0,0,320,55.27
29/11/2025,11,Sports Complex,Facility,60,0,0,167,27.2
30/11/2025,11,Brahmaputra Girls,Hostel,500,0,0,769,115.72
30/11/2025,11,Ravi Girls,Hostel,200,0,0,391,62.09
30/11/2025,11,Satluj,Hostel,350,0,0,588,87.42
30/11/2025,11,Chenab,Hostel,350,0,0,588,105.43
30/11/2025,11,beas,Hostel,300,0,0,501,69.33
30/11/2025,11,T6 PhD,Hostel,200,0,0,380,65.86
30/11/2025,11,Faculty Quarters,Residential,100,0,0,187,26.28
30/11/2025,11,CS Department,Academic,120,0,1,261,51.45
30/11/2025,11,Electrical Department,Academic,110,0,1,243,25.98
30/11/2025,11,Mechanical Department,Academic,130,0,1,270,40.9
30/11/2025,11,AI Center,Academic,80,0,1,213,23.33
30/11/2025,11,Central Library,Academic,150,0,1,299,58.89
30/11/2025,11,Admin Block,Academic,70,0,1,239,24.12
30/11/2025,11,Central Mess,Facility,400,0,0,675,76.33
30/11/2025,11,Central Labs,Facility,90,0,0,202,24.97
30/11/2025,11,Street Lighting,Facility,0,0,0,313,41.66
30/11/2025,11,Sports Complex,Facility,60,0,0,159,29.08
01/12/2025,12,Brahmaputra Girls,Hostel,50,0,0,184,29.22
01/12/2025,12,Ravi Girls,Hostel,20,0,0,145,20
01/12/2025,12,Satluj,Hostel,35,0,0,191.5,31.86
01/12/2025,12,Chenab,Hostel,35,0,0,193.5,33
01/12/2025,12,beas,Hostel,30,0,0,185,34.56
01/12/2025,12,T6 PhD,Hostel,200,1,0,499,63.36
01/12/2025,12,Faculty Quarters,Residential,100,0,0,216,41.83
01/12/2025,12,CS Department,Academic,36,0,1,206.4,29.97
01/12/2025,12,Electrical Department,Academic,33,0,1,173.7,19.16
01/12/2025,12,Mechanical Department,Academic,39,0,1,186.1,21.37
01/12/2025,12,AI Center,Academic,24,0,1,184.6,31.12
01/12/2025,12,Central Library,Academic,45,0,1,204.5,33.52
01/12/2025,12,Admin Block,Academic,21,0,1,188.9,23.69
01/12/2025,12,Central Mess,Facility,100,0,0,472,78.68
01/12/2025,12,Central Labs,Facility,90,0,0,187,36.27
01/12/2025,12,Street Lighting,Facility,0,0,0,307,60.48
01/12/2025,12,Sports Complex,Facility,60,0,0,155,17.92
02/12/2025,12,Brahmaputra Girls,Hostel,50,1,0,331,38.96
02/12/2025,12,Ravi Girls,Hostel,20,0,0,151,20.75
02/12/2025,12,Satluj,Hostel,35,1,0,282.5,45.7
02/12/2025,12,Chenab,Hostel,35,0,0,184.5,32.63
02/12/2025,12,beas,Hostel,30,1,0,283,47.81
02/12/2025,12,T6 PhD,Hostel,200,0,0,378,73.37
02/12/2025,12,Faculty Quarters,Residential,100,0,0,184,29.02
02/12/2025,12,CS Department,Academic,36,0,1,173.4,34.67
02/12/2025,12,Electrical Department,Academic,33,0,1,177.7,33.17
02/12/2025,12,Mechanical Department,Academic,39,0,1,187.1,33.35
02/12/2025,12,AI Center,Academic,24,0,1,171.6,32.24
02/12/2025,12,Central Library,Academic,45,0,1,183.5,30.6
02/12/2025,12,Admin Block,Academic,21,0,1,175.9,33.03
02/12/2025,12,Central Mess,Facility,100,0,0,524,72.09
02/12/2025,12,Central Labs,Facility,90,0,0,178,17.9
02/12/2025,12,Street Lighting,Facility,0,0,0,311,50.07
02/12/2025,12,Sports Complex,Facility,60,0,0,166,23.05
03/12/2025,12,Brahmaputra Girls,Hostel,50,0,0,213,32.92
03/12/2025,12,Ravi Girls,Hostel,20,0,0,163,17.49
03/12/2025,12,Satluj,Hostel,35,0,0,190.5,31.29
03/12/2025,12,Chenab,Hostel,35,0,0,153.5,21.18
03/12/2025,12,beas,Hostel,30,0,0,186,34.36
03/12/2025,12,T6 PhD,Hostel,200,0,0,388,52.04
03/12/2025,12,Faculty Quarters,Residential,100,0,0,213,32.52
03/12/2025,12,CS Department,Academic,36,0,1,207.4,33.35
03/12/2025,12,Electrical Department,Academic,33,0,1,174.7,30.52
03/12/2025,12,Mechanical Department,Academic,39,0,1,195.1,23.33
03/12/2025,12,AI Center,Academic,24,0,1,175.6,21.84
03/12/2025,12,Central Library,Academic,45,0,1,194.5,23.28
03/12/2025,12,Admin Block,Academic,21,0,1,176.9,19.48
03/12/2025,12,Central Mess,Facility,100,0,0,501,83.67
03/12/2025,12,Central Labs,Facility,90,0,0,199,30.63
03/12/2025,12,Street Lighting,Facility,0,0,0,335,57.54
03/12/2025,12,Sports Complex,Facility,60,0,0,160,22.62
04/12/2025,12,Brahmaputra Girls,Hostel,50,1,0,295,33.14
04/12/2025,12,Ravi Girls,Hostel,20,0,0,164,25.01
04/12/2025,12,Satluj,Hostel,35,0,0,193.5,30.33
04/12/2025,12,Chenab,Hostel,35,1,0,300.5,42.81
04/12/2025,12,beas,Hostel,30,1,0,259,35.57
04/12/2025,12,T6 PhD,Hostel,200,0,0,406,79.23
04/12/2025,12,Faculty Quarters,Residential,100,0,0,200,37.68
04/12/2025,12,CS Department,Academic,36,0,1,180.4,29.7
04/12/2025,12,Electrical Department,Academic,33,0,1,176.7,31.27
04/12/2025,12,Mechanical Department,Academic,39,0,1,201.1,35.81
04/12/2025,12,AI Center,Academic,24,0,1,179.6,33.25
04/12/2025,12,Central Library,Academic,45,0,1,204.5,22.4
04/12/2025,12,Admin Block,Academic,21,0,1,190.9,27.18
04/12/2025,12,Central Mess,Facility,100,0,0,498,86.5
04/12/2025,12,Central Labs,Facility,90,0,0,192,21.04
04/12/2025,12,Street Lighting,Facility,0,0,0,314,38.63
04/12/2025,12,Sports Complex,Facility,60,0,0,158,19.46
05/12/2025,12,Brahmaputra Girls,Hostel,50,0,0,189,37.57
05/12/2025,12,Ravi Girls,Hostel,20,1,0,266,44.58
05/12/2025,12,Satluj,Hostel,35,0,0,183.5,31.64
05/12/2025,12,Chenab,Hostel,35,1,0,288.5,32.55
05/12/2025,12,beas,Hostel,30,1,0,284,37.98
05/12/2025,12,T6 PhD,Hostel,200,0,0,404,43.61
05/12/2025,12,Faculty Quarters,Residential,100,0,0,212,33.83
05/12/2025,12,CS Department,Academic,36,0,1,204.4,25.07
05/12/2025,12,Electrical Department,Academic,33,0,1,172.7,24.91
05/12/2025,12,Mechanical Department,Academic,39,0,1,179.1,19.16
05/12/2025,12,AI Center,Academic,24,0,1,168.6,31.7
05/12/2025,12,Central Library,Academic,45,0,1,182.5,21.72
05/12/2025,12,Admin Block,Academic,21,0,1,159.9,21.79
05/12/2025,12,Central Mess,Facility,100,0,0,479,63.88
05/12/2025,12,Central Labs,Facility,90,0,0,207,40.61
05/12/2025,12,Street Lighting,Facility,0,0,0,346,41.55
05/12/2025,12,Sports Complex,Facility,60,0,0,177,25.67
06/12/2025,12,Brahmaputra Girls,Hostel,50,0,0,181,23.55
06/12/2025,12,Ravi Girls,Hostel,20,0,0,128,24.67
06/12/2025,12,Satluj,Hostel,35,1,0,292.5,57.74
06/12/2025,12,Chenab,Hostel,35,1,0,284.5,54.82
06/12/2025,12,beas,Hostel,30,0,0,168,25.55
06/12/2025,12,T6 PhD,Hostel,200,0,0,377,67.4
06/12/2025,12,Faculty Quarters,Residential,100,0,0,195,29.38
06/12/2025,12,CS Department,Academic,36,0,1,185.4,20.72
06/12/2025,12,Electrical Department,Academic,33,0,1,170.7,23.57
06/12/2025,12,Mechanical Department,Academic,39,0,1,183.1,27.64
06/12/2025,12,AI Center,Academic,24,0,1,183.6,35.66
06/12/2025,12,Central Library,Academic,45,0,1,185.5,35.6
06/12/2025,12,Admin Block,Academic,21,0,1,179.9,28.18
06/12/2025,12,Central Mess,Facility,100,0,0,461,89
06/12/2025,12,Central Labs,Facility,90,0,0,189,30.77
06/12/2025,12,Street Lighting,Facility,0,0,0,341,63.7
06/12/2025,12,Sports Complex,Facility,60,0,0,163,19.76
07/12/2025,12,Brahmaputra Girls,Hostel,50,0,0,179,25.11
07/12/2025,12,Ravi Girls,Hostel,20,1,0,247,30.22
07/12/2025,12,Satluj,Hostel,35,0,0,162.5,26.67
07/12/2025,12,Chenab,Hostel,35,0,0,169.5,25.08
07/12/2025,12,beas,Hostel,30,0,0,169,25.13
07/12/2025,12,T6 PhD,Hostel,200,0,0,405,47.58
07/12/2025,12,Faculty Quarters,Residential,100,0,0,185,21.21
07/12/2025,12,CS Department,Academic,36,0,1,179.4,26.52
07/12/2025,12,Electrical Department,Academic,33,0,1,183.7,36.06
07/12/2025,12,Mechanical Department,Academic,39,0,1,206.1,23.13
07/12/2025,12,AI Center,Academic,24,0,1,191.6,28.86
07/12/2025,12,Central Library,Academic,45,0,1,185.5,18.56
07/12/2025,12,Admin Block,Academic,21,0,1,159.9,26.39
07/12/2025,12,Central Mess,Facility,100,0,0,454,80.85
07/12/2025,12,Central Labs,Facility,90,0,0,173,25.68
07/12/2025,12,Street Lighting,Facility,0,0,0,330,55.94
07/12/2025,12,Sports Complex,Facility,60,0,0,166,19.43
08/12/2025,12,Brahmaputra Girls,Hostel,50,1,0,312,40.66
08/12/2025,12,Ravi Girls,Hostel,20,1,0,261,44.15
08/12/2025,12,Satluj,Hostel,35,0,0,148.5,29.65
08/12/2025,12,Chenab,Hostel,35,0,0,183.5,22.4
08/12/2025,12,beas,Hostel,30,1,0,294,44.9
08/12/2025,12,T6 PhD,Hostel,200,0,0,396,74.71
08/12/2025,12,Faculty Quarters,Residential,100,0,0,214,29.27
08/12/2025,12,CS Department,Academic,36,0,1,185.4,21.82
08/12/2025,12,Electrical Department,Academic,33,0,1,173.7,17.56
08/12/2025,12,Mechanical Department,Academic,39,0,1,201.1,28.53
08/12/2025,12,AI Center,Academic,24,0,1,181.6,31.97
08/12/2025,12,Central Library,Academic,45,0,1,218.5,35.37
08/12/2025,12,Admin Block,Academic,21,0,1,183.9,22.83
08/12/2025,12,Central Mess,Facility,100,0,0,494,51.51
08/12/2025,12,Central Labs,Facility,90,0,0,182,26.47
08/12/2025,12,Street Lighting,Facility,0,0,0,325,36.63
08/12/2025,12,Sports Complex,Facility,60,0,0,165,24.35
09/12/2025,12,Brahmaputra Girls,Hostel,50,0,0,193,28.17
09/12/2025,12,Ravi Girls,Hostel,20,0,0,138,15.64
09/12/2025,12,Satluj,Hostel,35,1,0,273.5,53.14
09/12/2025,12,Chenab,Hostel,35,0,0,192.5,24.15
09/12/2025,12,beas,Hostel,30,0,0,178,26.01
09/12/2025,12,T6 PhD,Hostel,200,0,0,393,54.48
09/12/2025,12,Faculty Quarters,Residential,100,0,0,194,36.65
09/12/2025,12,CS Department,Academic,36,0,1,190.4,21.05
09/12/2025,12,Electrical Department,Academic,33,0,1,191.7,32.21
09/12/2025,12,Mechanical Department,Academic,39,0,1,197.1,33.83
09/12/2025,12,AI Center,Academic,24,0,1,184.6,20.41
09/12/2025,12,Central Library,Academic,45,0,1,199.5,34.66
09/12/2025,12,Admin Block,Academic,21,0,1,193.9,26.17
09/12/2025,12,Central Mess,Facility,100,0,0,456,81.34
09/12/2025,12,Central Labs,Facility,90,0,0,176,27.27
09/12/2025,12,Street Lighting,Facility,0,0,0,307,38.84
09/12/2025,12,Sports Complex,Facility,60,0,0,179,27.11
10/12/2025,12,Brahmaputra Girls,Hostel,50,0,0,172,30.43
10/12/2025,12,Ravi Girls,Hostel,20,0,0,127,21.18
10/12/2025,12,Satluj,Hostel,35,1,0,300.5,48.53
10/12/2025,12,Chenab,Hostel,35,0,0,185.5,36.35
10/12/2025,12,beas,Hostel,30,0,0,188,24.86
10/12/2025,12,T6 PhD,Hostel,200,1,0,506,100.19
10/12/2025,12,Faculty Quarters,Residential,100,0,0,211,36.88
10/12/2025,12,CS Department,Academic,36,0,1,205.4,23.17
10/12/2025,12,Electrical Department,Academic,33,0,1,208.7,33.36
10/12/2025,12,Mechanical Department,Academic,39,0,1,214.1,30.66
10/12/2025,12,AI Center,Academic,24,0,1,185.6,21.6
10/12/2025,12,Central Library,Academic,45,0,1,199.5,22.37
10/12/2025,12,Admin Block,Academic,21,0,1,178.9,23
10/12/2025,12,Central Mess,Facility,100,0,0,488,90.11
10/12/2025,12,Central Labs,Facility,90,0,0,189,30.92
10/12/2025,12,Street Lighting,Facility,0,0,0,307,53.67
10/12/2025,12,Sports Complex,Facility,60,0,0,170,28.15
11/12/2025,12,Brahmaputra Girls,Hostel,50,1,0,306,53.65
11/12/2025,12,Ravi Girls,Hostel,20,1,0,273,28.48
11/12/2025,12,Satluj,Hostel,35,1,0,293.5,49.46
11/12/2025,12,Chenab,Hostel,35,1,0,314.5,38.16
11/12/2025,12,beas,Hostel,30,0,0,162,21.75
11/12/2025,12,T6 PhD,Hostel,200,0,0,396,62.98
11/12/2025,12,Faculty Quarters,Residential,100,0,0,198,22.8
11/12/2025,12,CS Department,Academic,36,0,1,196.4,34.59
11/12/2025,12,Electrical Department,Academic,33,0,1,184.7,33.46
11/12/2025,12,Mechanical Department,Academic,39,0,1,177.1,35.27
11/12/2025,12,AI Center,Academic,24,0,1,192.6,36.21
11/12/2025,12,Central Library,Academic,45,0,1,204.5,31.8
11/12/2025,12,Admin Block,Academic,21,0,1,196.9,31.8
11/12/2025,12,Central Mess,Facility,100,0,0,462,71.09
11/12/2025,12,Central Labs,Facility,90,0,0,197,36.25
11/12/2025,12,Street Lighting,Facility,0,0,0,313,37.64
11/12/2025,12,Sports Complex,Facility,60,0,0,167,22.16
12/12/2025,12,Brahmaputra Girls,Hostel,50,1,0,290,54.42
12/12/2025,12,Ravi Girls,Hostel,20,0,0,129,17.87
12/12/2025,12,Satluj,Hostel,35,0,0,154.5,29.14
12/12/2025,12,Chenab,Hostel,35,0,0,181.5,30.18
12/12/2025,12,beas,Hostel,30,1,0,297,29.8
12/12/2025,12,T6 PhD,Hostel,200,0,0,363,42.88
12/12/2025,12,Faculty Quarters,Residential,100,0,0,196,31.13
12/12/2025,12,CS Department,Academic,36,0,1,185.4,31.95
12/12/2025,12,Electrical Department,Academic,33,0,1,172.7,18.18
12/12/2025,12,Mechanical Department,Academic,39,0,1,204.1,36.84
12/12/2025,12,AI Center,Academic,24,0,1,179.6,26.91
12/12/2025,12,Central Library,Academic,45,0,1,201.5,34.16
12/12/2025,12,Admin Block,Academic,21,0,1,195.9,23.7
12/12/2025,12,Central Mess,Facility,100,0,0,468,67.4
12/12/2025,12,Central Labs,Facility,90,0,0,204,22.21
12/12/2025,12,Street Lighting,Facility,0,0,0,327,56.76
12/12/2025,12,Sports Complex,Facility,60,0,0,180,25.58
13/12/2025,12,Brahmaputra Girls,Hostel,50,0,0,212,24.98
13/12/2025,12,Ravi Girls,Hostel,20,0,0,172,31.64
13/12/2025,12,Satluj,Hostel,35,0,0,153.5,29.94
13/12/2025,12,Chenab,Hostel,35,1,0,274.5,36.63
13/12/2025,12,beas,Hostel,30,1,0,307,48.68
13/12/2025,12,T6 PhD,Hostel,200,0,0,365,55.41
13/12/2025,12,Faculty Quarters,Residential,100,0,0,198,24.93
13/12/2025,12,CS Department,Academic,36,0,1,176.4,32.49
13/12/2025,12,Electrical Department,Academic,33,0,1,189.7,27.66
13/12/2025,12,Mechanical Department,Academic,39,0,1,180.1,29.38
13/12/2025,12,AI Center,Academic,24,0,1,199.6,29.87
13/12/2025,12,Central Library,Academic,45,0,1,215.5,38.05
13/12/2025,12,Admin Block,Academic,21,0,1,188.9,36.32
13/12/2025,12,Central Mess,Facility,100,0,0,479,61.44
13/12/2025,12,Central Labs,Facility,90,0,0,193,24.35
13/12/2025,12,Street Lighting,Facility,0,0,0,327,58.44
13/12/2025,12,Sports Complex,Facility,60,0,0,163,28.68
14/12/2025,12,Brahmaputra Girls,Hostel,50,0,0,177,22.45
14/12/2025,12,Ravi Girls,Hostel,20,1,0,281,29.04
14/12/2025,12,Satluj,Hostel,35,1,0,307.5,35.03
14/12/2025,12,Chenab,Hostel,35,0,0,177.5,31.45
14/12/2025,12,beas,Hostel,30,1,0,273,27.9
14/12/2025,12,T6 PhD,Hostel,200,0,0,379,42.75
14/12/2025,12,Faculty Quarters,Residential,100,0,0,200,21.05
14/12/2025,12,CS Department,Academic,36,0,1,185.4,32.09
14/12/2025,12,Electrical Department,Academic,33,0,1,186.7,21.38
14/12/2025,12,Mechanical Department,Academic,39,0,1,211.1,33.04
14/12/2025,12,AI Center,Academic,24,0,1,185.6,36.14
14/12/2025,12,Central Library,Academic,45,0,1,212.5,24.46
14/12/2025,12,Admin Block,Academic,21,0,1,164.9,27.77
14/12/2025,12,Central Mess,Facility,100,0,0,473,52.73
14/12/2025,12,Central Labs,Facility,90,0,0,210,35.86
14/12/2025,12,Street Lighting,Facility,0,0,0,305,37.4
14/12/2025,12,Sports Complex,Facility,60,0,0,157,18.3
15/12/2025,12,Brahmaputra Girls,Hostel,50,0,0,212,25.78
15/12/2025,12,Ravi Girls,Hostel,20,1,0,261,36.85
15/12/2025,12,Satluj,Hostel,35,0,0,166.5,21.49
15/12/2025,12,Chenab,Hostel,35,0,0,182.5,32.97
15/12/2025,12,beas,Hostel,30,0,0,187,22.47
15/12/2025,12,T6 PhD,Hostel,200,1,0,499,77.09
15/12/2025,12,Faculty Quarters,Residential,100,0,0,201,20.46
15/12/2025,12,CS Department,Academic,36,0,1,186.4,35.04
15/12/2025,12,Electrical Department,Academic,33,0,1,195.7,38.1
15/12/2025,12,Mechanical Department,Academic,39,0,1,202.1,35.81
15/12/2025,12,AI Center,Academic,24,0,1,185.6,20.31
15/12/2025,12,Central Library,Academic,45,0,1,212.5,29.55
15/12/2025,12,Admin Block,Academic,21,0,1,196.9,32.62
15/12/2025,12,Central Mess,Facility,100,0,0,499,54.56
15/12/2025,12,Central Labs,Facility,90,0,0,182,21.91
15/12/2025,12,Street Lighting,Facility,0,0,0,323,43.82
15/12/2025,12,Sports Complex,Facility,60,0,0,184,30.08
16/12/2025,12,Brahmaputra Girls,Hostel,50,0,0,211,25.23
16/12/2025,12,Ravi Girls,Hostel,20,0,0,143,16.56
16/12/2025,12,Satluj,Hostel,35,0,0,156.5,18.25
16/12/2025,12,Chenab,Hostel,35,0,0,189.5,36.12
16/12/2025,12,beas,Hostel,30,1,0,298,44.91
16/12/2025,12,T6 PhD,Hostel,200,0,0,367,69.51
16/12/2025,12,Faculty Quarters,Residential,100,0,0,216,31.11
16/12/2025,12,CS Department,Academic,36,0,1,190.4,35.84
16/12/2025,12,Electrical Department,Academic,33,0,1,184.7,36.73
16/12/2025,12,Mechanical Department,Academic,39,0,1,195.1,33.66
16/12/2025,12,AI Center,Academic,24,0,1,188.6,35.49
16/12/2025,12,Central Library,Academic,45,0,1,206.5,34.83
16/12/2025,12,Admin Block,Academic,21,0,1,161.9,27.84
16/12/2025,12,Central Mess,Facility,100,0,0,454,89.59
16/12/2025,12,Central Labs,Facility,90,0,0,180,32.74
16/12/2025,12,Street Lighting,Facility,0,0,0,318,55.95
16/12/2025,12,Sports Complex,Facility,60,0,0,149,27.14
17/12/2025,12,Brahmaputra Girls,Hostel,50,0,0,185,23.2
17/12/2025,12,Ravi Girls,Hostel,20,0,0,137,18.29
17/12/2025,12,Satluj,Hostel,35,1,0,285.5,31.77
17/12/2025,12,Chenab,Hostel,35,1,0,297.5,36.89
17/12/2025,12,beas,Hostel,30,1,0,299,52.02
17/12/2025,12,T6 PhD,Hostel,200,1,0,490,80.91
17/12/2025,12,Faculty Quarters,Residential,100,0,0,201,34.94
17/12/2025,12,CS Department,Academic,36,0,1,201.4,39.86
17/12/2025,12,Electrical Department,Academic,33,0,1,188.7,32.82
17/12/2025,12,Mechanical Department,Academic,39,0,1,209.1,35.26
17/12/2025,12,AI Center,Academic,24,0,1,199.6,23.3
17/12/2025,12,Central Library,Academic,45,0,1,180.5,33.16
17/12/2025,12,Admin Block,Academic,21,0,1,160.9,27.26
17/12/2025,12,Central Mess,Facility,100,0,0,487,66.25
17/12/2025,12,Central Labs,Facility,90,0,0,185,35.22
17/12/2025,12,Street Lighting,Facility,0,0,0,308,55.08
17/12/2025,12,Sports Complex,Facility,60,0,0,165,27.24
18/12/2025,12,Brahmaputra Girls,Hostel,50,0,0,191,29.8
18/12/2025,12,Ravi Girls,Hostel,20,1,0,291,42.5
18/12/2025,12,Satluj,Hostel,35,0,0,152.5,17.21
18/12/2025,12,Chenab,Hostel,35,0,0,158.5,23.44
18/12/2025,12,beas,Hostel,30,1,0,298,51.85
18/12/2025,12,T6 PhD,Hostel,200,0,0,382,43.07
18/12/2025,12,Faculty Quarters,Residential,100,0,0,182,31.92
18/12/2025,12,CS Department,Academic,36,0,1,191.4,37.93
18/12/2025,12,Electrical Department,Academic,33,0,1,177.7,23.19
18/12/2025,12,Mechanical Department,Academic,39,0,1,193.1,36.16
18/12/2025,12,AI Center,Academic,24,0,1,198.6,22.25
18/12/2025,12,Central Library,Academic,45,0,1,196.5,24.4
18/12/2025,12,Admin Block,Academic,21,0,1,182.9,33.37
18/12/2025,12,Central Mess,Facility,100,0,0,508,87.9
18/12/2025,12,Central Labs,Facility,90,0,0,175,32.85
18/12/2025,12,Street Lighting,Facility,0,0,0,345,46.24
18/12/2025,12,Sports Complex,Facility,60,0,0,163,20.2
19/12/2025,12,Brahmaputra Girls,Hostel,50,0,0,194,27.73
19/12/2025,12,Ravi Girls,Hostel,20,1,0,291,54
19/12/2025,12,Satluj,Hostel,35,0,0,149.5,18.72
19/12/2025,12,Chenab,Hostel,35,1,0,308.5,34.4
19/12/2025,12,beas,Hostel,30,1,0,267,44.57
19/12/2025,12,T6 PhD,Hostel,200,0,0,383,74.91
19/12/2025,12,Faculty Quarters,Residential,100,0,0,202,28.89
19/12/2025,12,CS Department,Academic,36,0,1,183.4,26.86
19/12/2025,12,Electrical Department,Academic,33,0,1,187.7,35.52
19/12/2025,12,Mechanical Department,Academic,39,0,1,214.1,41.71
19/12/2025,12,AI Center,Academic,24,0,1,189.6,31.09
19/12/2025,12,Central Library,Academic,45,0,1,207.5,22.91
19/12/2025,12,Admin Block,Academic,21,0,1,160.9,26.58
19/12/2025,12,Central Mess,Facility,100,0,0,483,71.14
19/12/2025,12,Central Labs,Facility,90,0,0,179,29.25
19/12/2025,12,Street Lighting,Facility,0,0,0,324,32.49
19/12/2025,12,Sports Complex,Facility,60,0,0,153,16
20/12/2025,12,Brahmaputra Girls,Hostel,50,1,0,326,64.27
20/12/2025,12,Ravi Girls,Hostel,20,0,0,174,28.23
20/12/2025,12,Satluj,Hostel,35,0,0,192.5,24.65
20/12/2025,12,Chenab,Hostel,35,1,0,277.5,42.65
20/12/2025,12,beas,Hostel,30,0,0,187,22.8
20/12/2025,12,T6 PhD,Hostel,200,1,0,512,68.55
20/12/2025,12,Faculty Quarters,Residential,100,0,0,188,34.15
20/12/2025,12,CS Department,Academic,36,0,1,188.4,20.98
20/12/2025,12,Electrical Department,Academic,33,0,1,207.7,32.71
20/12/2025,12,Mechanical Department,Academic,39,0,1,185.1,19.34
20/12/2025,12,AI Center,Academic,24,0,1,161.6,22.46
20/12/2025,12,Central Library,Academic,45,0,1,187.5,35.77
20/12/2025,12,Admin Block,Academic,21,0,1,169.9,28.45
20/12/2025,12,Central Mess,Facility,100,0,0,518,51.88
20/12/2025,12,Central Labs,Facility,90,0,0,194,33.32
20/12/2025,12,Street Lighting,Facility,0,0,0,348,55.81
20/12/2025,12,Sports Complex,Facility,60,0,0,149,24.81
21/12/2025,12,Brahmaputra Girls,Hostel,50,0,0,200,27.38
21/12/2025,12,Ravi Girls,Hostel,20,1,0,273,42.3
21/12/2025,12,Satluj,Hostel,35,0,0,156.5,16.9
21/12/2025,12,Chenab,Hostel,35,0,0,183.5,25.92
21/12/2025,12,beas,Hostel,30,0,0,148,20.16
21/12/2025,12,T6 PhD,Hostel,200,0,0,369,55.43
21/12/2025,12,Faculty Quarters,Residential,100,0,0,188,30.32
21/12/2025,12,CS Department,Academic,36,0,1,191.4,31.35
21/12/2025,12,Electrical Department,Academic,33,0,1,197.7,21.08
21/12/2025,12,Mechanical Department,Academic,39,0,1,214.1,38.97
21/12/2025,12,AI Center,Academic,24,0,1,172.6,22.35
21/12/2025,12,Central Library,Academic,45,0,1,194.5,20.3
21/12/2025,12,Admin Block,Academic,21,0,1,188.9,27.7
21/12/2025,12,Central Mess,Facility,100,0,0,487,89.88
